sku,width,height,depth,keyword,match_confidence,notes,supplier_sources
SSA 2DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA 2DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA ACM2.5,96,2.5,3.5,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
SSA ANGLEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSA B12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B39,39,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA B42,42,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA BASEMOLDING,96,4.375,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA BDD24*30,24,30,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA BES09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA BF3,3,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA BF6,6,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA BMC30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA BWBKT18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA CL156012,15,60,12,CLOSET,80%,"DL prefix stripped, product pattern matched: CLOSET",DL
SSA CORBEL 8X12,3,12,8,CORBEL,80%,"DL prefix stripped, product pattern matched: CORBEL",DL
SSA DB12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA DLS 4X4X36,4,34.5,4,DECORATIVE_LEG,80%,"DL prefix stripped, product pattern matched: DECORATIVE_LEG",DL
SSA DSK2421,24,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
SSA DSK3021,30,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
SSA DWP3,3,34.5,24,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FDB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA FILLER 3X96,3,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
SSA FILLER 6X96,6,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
SSA FLAT PANEL 28X96,0.75,96,28,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSA FSB36,36,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,DL
SSA GH30,30,4,12,GLASS_HOLDER,80%,human-confirmed: glass holder (DL prefix SSA stripped),DL
SSA LZS33,33,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
SSA LZS3612,36,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
SSA OVD338427,33,84,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA OVD339027,33,90,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA OVD339627,33,96,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA PAINT,,,,PAINT,80%,human-confirmed: paint (aerosol can),DL
SSA RH36,36,36,24,RANGE_HOOD,85%,1 supplier confirms W+H+D+keyword,DL
SSA RRP27(1.5),1.5,96,,REFRIGERATOR,55%,W only confirmed,DL
SSA SAMPLE DOOR,15,12,0.75,SAMPLE_DOOR,85%,1 supplier confirms W+H+D+keyword,DL
SSA SB30,30,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA SB36,36,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA SCRIBEMOLDING,96,0.75,0.25,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSA SHOEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSA SIDE PANEL 36X96,0.5,96,36,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSA SKIN PANEL 36X96,96,36,0.25,SKIN_PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSA SP09,09,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA TCM2,96,2.0,1.75,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
SSA TCM3,96,2.75,2.375,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
SSA TK8,96,4.5,0.375,TOE_KICK,85%,1 supplier confirms W+H+D+keyword,DL
SSA TLR8,96,1.5,2.3125,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSA TOUCH UP KIT,,,,TOUCHUP_KIT,80%,human-confirmed: touch-up kit,DL
SSA VAN24,24,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VAN30,30,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VAN36DL,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VAN36DR,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VDB12,12,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VDB15,15,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VDB18,18,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VDB24,24,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA VSB36,36,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSA W0930,09,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W0936,09,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W0942,09,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1230,12,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1236,12,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1242,12,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1530,15,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1536,15,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1542,15,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1830,18,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1836,18,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W1842,18,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2130,21,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2136,21,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2142,21,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2430,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2436,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2442,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3012,30,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3015,30,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3018,30,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3024,30,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3030,30,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3036,30,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3042,30,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3330,33,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3336,33,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3342,33,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3612,36,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W361227,36,12,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3615,36,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W361527,36,15,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3618,36,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W361827,36,18,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3624,36,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W362427,36,24,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3630,36,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3636,36,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA W3642,36,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WBC2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WBC2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WBC2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDC243012,24,30,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDC243612,24,36,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDC244212,24,42,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDCG243012,24,30,,WALL_DIAGONAL_CORNER,55%,W only confirmed,DL
SSA WDCG243612,24,36,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDCG244212,24,42,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDD30,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDD36,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WDD42,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WEOS0930,9,30,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
SSA WEOS0936,9,36,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
SSA WEOS0942,9,42,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
SSA WF3 30,3,30,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WF3 36,3,36,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WF3 42,3,42,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WF6 42,6,42,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1230,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1236,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1242,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1530,15,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1536,15,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1542,15,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1830,18,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1836,18,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WG1842,18,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSA WMC3018,30,18,12,WALL_MICROWAVE,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP188427,18,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP189027,18,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP189627,18,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP248427,24,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP249027,24,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP249627,24,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP308427,30,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP309027,30,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WP309627,30,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSA WRC3018,30,18,12,WALL_WINE_RACK,85%,1 supplier confirms W+H+D+keyword,DL
SSE 2DB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE 2DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE 2DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE ANGLEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSE B12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B39,39,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE B42,42,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE BASEMOLDING,96,4.375,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE BDD24*30,24,30,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE BES09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE BF3,3,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE BF6,6,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE BMC30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE BWBKT18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE CL156012,15,60,12,CLOSET,80%,"DL prefix stripped, product pattern matched: CLOSET",DL
SSE CORBEL 8X12,3,12,8,CORBEL,80%,"DL prefix stripped, product pattern matched: CORBEL",DL
SSE DB12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE DLS 4X4X36,4,34.5,4,DECORATIVE_LEG,80%,"DL prefix stripped, product pattern matched: DECORATIVE_LEG",DL
SSE DSK2421,24,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
SSE DSK3021,30,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
SSE DWP3,3,34.5,24,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FDB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE FILLER 3X96,3,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
SSE FILLER 6X96,6,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
SSE FLAT PANEL 27X96,0.75,96,27,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSE FSB36,36,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,DL
SSE GH30,30,4,12,GLASS_HOLDER,80%,human-confirmed: glass holder (DL prefix SSE stripped),DL
SSE LZS33,33,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
SSE LZS3612,36,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
SSE OVD338427,33,84,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSE OVD339027,33,90,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSE OVD339627,33,96,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
SSE PAINT,,,,PAINT,80%,human-confirmed: paint (aerosol can),DL
SSE RH36,36,36,24,RANGE_HOOD,85%,1 supplier confirms W+H+D+keyword,DL
SSE RRP27(1.5),1.5,96,,REFRIGERATOR,55%,W only confirmed,DL
SSE SAMPLE DOOR,15,12,0.75,SAMPLE_DOOR,85%,1 supplier confirms W+H+D+keyword,DL
SSE SB30,30,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE SB36,36,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE SCRIBEMOLDING,96,0.75,0.25,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSE SHOEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSE SIDE PANEL 36X96,0.5,96,36,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSE SKIN PANEL 36X96,96,36,0.25,SKIN_PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSE SP09,09,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE SP2436,24,36,0.5,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
SSE TCM2,96,2.0,1.75,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
SSE TCM3,96,2.75,2.375,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
SSE TK8,96,4.5,0.375,TOE_KICK,85%,1 supplier confirms W+H+D+keyword,DL
SSE TLR8,96,1.5,2.3125,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
SSE TOUCH UP KIT,,,,TOUCHUP_KIT,80%,human-confirmed: touch-up kit,DL
SSE VAN24,24,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VAN30,30,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VAN36DL,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VAN36DR,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VDB12,12,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VDB15,15,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VDB18,18,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VDB24,24,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE VSB36,36,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
SSE W0930,09,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W0936,09,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W0942,09,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1230,12,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1236,12,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1242,12,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1530,15,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1536,15,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1542,15,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1830,18,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1836,18,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W1842,18,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2130,21,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2136,21,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2142,21,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2430,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2436,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2442,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3012,30,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3015,30,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3018,30,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3024,30,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3030,30,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3036,30,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3042,30,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3330,33,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3336,33,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3342,33,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3612,36,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W361227,36,12,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3615,36,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W361527,36,15,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3618,36,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W361827,36,18,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3624,36,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W362427,36,24,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3630,36,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3636,36,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE W3642,36,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WBC2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WBC2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WBC2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDC243012,24,30,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDC243612,24,36,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDC244212,24,42,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDCG243012,24,30,,WALL_DIAGONAL_CORNER,55%,W only confirmed,DL
SSE WDCG243612,24,36,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDCG244212,24,42,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDD30,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDD36,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WDD42,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WEOS0930,9,30,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
SSE WEOS0936,9,36,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
SSE WEOS0942,9,42,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
SSE WF3 30,3,30,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WF3 36,3,36,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WF3 42,3,42,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WF6 42,6,42,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WG1230,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WG1236,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WG1242,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
SSE WG1530,15,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
